id,pokemon,title,soldprice,date,link
87,Ninetales,Ninetales 12/102 Base Set 1999 Holo Pokemon Card RARE WOTC HP,7.95,---6-days-ago,https://www.mavin.io/item/Ninetales-12%2F102-Base-Set-1999-Holo-Pokemon-Card-RARE-WOTC-HP?itemId=353567011913&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales Holo 12/102 Unlimited Base Set Pokemon Card 1999 WOTC Rare,10.87,---6-days-ago,https://www.mavin.io/item/Ninetales-Holo-12%2F102-Unlimited-Base-Set-Pokemon-Card-1999-WOTC-Rare?itemId=224643091729&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales Holo 12/102 Base Set NM Near Mint Pokemon Card 1999,14.4,---6-days-ago,https://www.mavin.io/item/Ninetales-Holo-12%2F102-Base-Set-NM-Near-Mint-Pokemon-Card-1999?itemId=313704874240&q=Ninetales%201999%2012%2F102
87,Ninetales,1999 Pokemon Base Unlimited NINETALES - Holo 12/102 - CGC 9.0 Mint,74.0,---7-days-ago,https://www.mavin.io/item/1999-Pokemon-Base-Unlimited-NINETALES-%3D-Holo-12%2F102-%3D-CGC-9.0-Mint?itemId=255143964376&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales 12/102 Base Set Holo - WOTC Pokemon Card - EXC/NM 1999,19.99,---8-days-ago,https://www.mavin.io/item/Ninetales-12%2F102-Base-Set-Holo-%3D-WOTC-Pokemon-Card-%3D-EXC%2FNM-1999?itemId=224642600300&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales 12/102 Base Set 1999 Holo Pokemon Card RARE WOTC LP,5.39,---8-days-ago,https://www.mavin.io/item/Ninetales-12%2F102-Base-Set-1999-Holo-Pokemon-Card-RARE-WOTC-LP?itemId=165114972686&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales 1999 Base Set Holo Rare 12/102 Pokemon Must See,9.5,---9-days-ago,https://www.mavin.io/item/Ninetales-1999-Base-Set-Holo-Rare-12%2F102-Pokemon-Must-See?itemId=234225421293&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales 1999 Base Set Holo Rare 12/102 Pokemon- Played,5.75,---9-days-ago,https://www.mavin.io/item/Ninetales-1999-Base-Set-Holo-Rare-12%2F102-Pokemon%3D-Played?itemId=165113798830&q=Ninetales%201999%2012%2F102
87,Ninetales,Pokemon 1999 Ninetales Holo #12/102 Nm-mint,5.5,---9-days-ago,https://www.mavin.io/item/Pokemon-1999-Ninetales-Holo-%2312%2F102-Nm%3Dmint?itemId=403215955327&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales 1999 Base Set Holo Rare 12/102 Pokemon WOTC,3.9,---9-days-ago,https://www.mavin.io/item/Ninetales-1999-Base-Set-Holo-Rare-12%2F102-Pokemon-WOTC?itemId=144235977859&q=Ninetales%201999%2012%2F102
87,Ninetales,1999 Ninetales Holo Rare Base Set Pokemon Card 12/102 WOTC,15.0,---10-days-ago,https://www.mavin.io/item/1999-Ninetales-Holo-Rare-Base-Set-Pokemon-Card-12%2F102-WOTC?itemId=224606381331&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales 12/102 Holo Rare 1999 WotC Base Set Pokemon Card NM/LP,10.98,---10-days-ago,https://www.mavin.io/item/Ninetales-12%2F102-Holo-Rare-1999-WotC-Base-Set-Pokemon-Card-NM%2FLP?itemId=185095835965&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales 12/102 HOLO Rare Base Set Unlimited Edition Pokemon Card 1999 - Used,6.0,---10-days-ago,https://www.mavin.io/item/Ninetales-12%2F102-HOLO-Rare-Base-Set-Unlimited-Edition-Pokemon-Card-1999-%3D-Used?itemId=393626040512&q=Ninetales%201999%2012%2F102
87,Ninetales,Pokemon WOTC Base Set Unlimited 1999 12/102 Ninetales HOLO Graded CGC 6 EX/NM,31.4,---10-days-ago,https://www.mavin.io/item/Pokemon-WOTC-Base-Set-Unlimited-1999-12%2F102-Ninetales-HOLO-Graded-CGC-6-EX%2FNM?itemId=255165287052&q=Ninetales%201999%2012%2F102
87,Ninetales,Damaged HOLO Base Set Ninetales 12/102 Pokemon Card! 1999 WOTC Vintage Rare,9.99,---11-days-ago,https://www.mavin.io/item/Damaged-HOLO-Base-Set-Ninetales-12%2F102-Pokemon-Card%21-1999-WOTC-Vintage-Rare?itemId=294432476125&q=Ninetales%201999%2012%2F102
87,Ninetales,Pokemon Ninetales 12/102 Base Set 1999 WOTC Holo Rare,12.47,---12-days-ago,https://www.mavin.io/item/Pokemon-Ninetales-12%2F102-Base-Set-1999-WOTC-Holo-Rare?itemId=284485197624&q=Ninetales%201999%2012%2F102
87,Ninetales,Pokemon CGC 9 MINT Ninetales Holo Rare Unlimited 12/102 Base Set PSA 1999,46.02,---12-days-ago,https://www.mavin.io/item/Pokemon-CGC-9-MINT-Ninetales-Holo-Rare-Unlimited-12%2F102-Base-Set-PSA-1999?itemId=304173086407&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales Shadowless Holo - 1999 Base Set Pokemon TCG 12/102 Wotc NM,17.75,---12-days-ago,https://www.mavin.io/item/Ninetales-Shadowless-Holo-%3D-1999-Base-Set-Pokemon-TCG-12%2F102-Wotc-NM?itemId=384430288312&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales 12/102 Base Set 1999 WOTC Holo Pokemon Card Rare,9.8,---12-days-ago,https://www.mavin.io/item/Ninetales-12%2F102-Base-Set-1999-WOTC-Holo-Pokemon-Card-Rare?itemId=185086454565&q=Ninetales%201999%2012%2F102
87,Ninetales,"Pokemon Ninetales PSA 3 VG Holo Rare, Shadowless Base Set 1999 WOTC Card 12/102",43.95,---13-days-ago,https://www.mavin.io/item/Pokemon-Ninetales-PSA-3-VG-Holo-Rare%2C-Shadowless-Base-Set-1999-WOTC-Card-12%2F102?itemId=373704584850&q=Ninetales%201999%2012%2F102
87,Ninetales,1999 Pokemon Ninetales Shadowless Holo Rare Card 12/102,14.74,---13-days-ago,https://www.mavin.io/item/1999-Pokemon-Ninetales-Shadowless-Holo-Rare-Card-12%2F102?itemId=124937597107&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales Holo 12/102 Unlimited Base Set Pokemon Card 1999 WOTC Rare,9.48,---13-days-ago,https://www.mavin.io/item/Ninetales-Holo-12%2F102-Unlimited-Base-Set-Pokemon-Card-1999-WOTC-Rare?itemId=174962069838&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales Holo 12/102 SHADOWLESS Base Set Pokemon Card 1999 WOTC Rare,33.98,---13-days-ago,https://www.mavin.io/item/Ninetales-Holo-12%2F102-SHADOWLESS-Base-Set-Pokemon-Card-1999-WOTC-Rare?itemId=185084362343&q=Ninetales%201999%2012%2F102
87,Ninetales,1999 Pokemon Base NINETALES 12/102 holo card PSA 6 Excellent - Mint Condition,33.0,---14-days-ago,https://www.mavin.io/item/1999-Pokemon-Base-NINETALES-12%2F102-holo-card-PSA-6-Excellent-%3D-Mint-Condition?itemId=224568298777&q=Ninetales%201999%2012%2F102
87,Ninetales,1999 NINETALES HOLO POKEMON 12/102,13.51,---14-days-ago,https://www.mavin.io/item/1999-NINETALES-HOLO-POKEMON-12%2F102?itemId=334167325645&q=Ninetales%201999%2012%2F102
87,Ninetales,1999 Pokemon German Base Set Vulnona 12/102 Holo Ninetales,13.49,---14-days-ago,https://www.mavin.io/item/1999-Pokemon-German-Base-Set-Vulnona-12%2F102-Holo-Ninetales?itemId=165106528309&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales 12/102 Base Set 1999 WOTC Holo Pokemon Card Rare NEAR MINT,13.55,---14-days-ago,https://www.mavin.io/item/Ninetales-12%2F102-Base-Set-1999-WOTC-Holo-Pokemon-Card-Rare-NEAR-MINT?itemId=334166694304&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales 12/102 Holo Rare LP Base Set Unlimited Edition Pokemon Card 1999 WOTC,21.5,---15-days-ago,https://www.mavin.io/item/Ninetales-12%2F102-Holo-Rare-LP-Base-Set-Unlimited-Edition-Pokemon-Card-1999-WOTC?itemId=194404094652&q=Ninetales%201999%2012%2F102
87,Ninetales,1999 Pokemon Base Set Ninetales Unlimited Holo #12/102 B95,13.75,---16-days-ago,https://www.mavin.io/item/1999-Pokemon-Base-Set-Ninetales-Unlimited-Holo-%2312%2F102-B95?itemId=124929206999&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales 12/102 Holo Rare 1999 WotC Base Set Pokemon Card LP,5.44,---16-days-ago,https://www.mavin.io/item/Ninetales-12%2F102-Holo-Rare-1999-WotC-Base-Set-Pokemon-Card-LP?itemId=124926108434&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales 12/102 Base Set 1999 Holo Pokemon Card RARE WOTC - LP,17.49,---16-days-ago,https://www.mavin.io/item/Ninetales-12%2F102-Base-Set-1999-Holo-Pokemon-Card-RARE-WOTC-%3D-LP?itemId=304166112085&q=Ninetales%201999%2012%2F102
87,Ninetales,Pokemon Ninetales 12/102 Base Set Holo LP 1999 WOTC,10.95,---16-days-ago,https://www.mavin.io/item/Pokemon-Ninetales-12%2F102-Base-Set-Holo-LP-1999-WOTC?itemId=165098532992&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales 12/102 Base Set 1999 WOTC Holo Pokemon Card Rare NEAR MINT,19.69,---19-days-ago,https://www.mavin.io/item/Ninetales-12%2F102-Base-Set-1999-WOTC-Holo-Pokemon-Card-Rare-NEAR-MINT?itemId=384419110168&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales 12/102 Rare Holo - Base Set Pokemon Card 1999 WOTC NM,15.73,---19-days-ago,https://www.mavin.io/item/Ninetales-12%2F102-Rare-Holo-%3D-Base-Set-Pokemon-Card-1999-WOTC-NM?itemId=384311971351&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales 12/102 NM-mint Holo Rare Base Set Unlimited Pokemon Card 1999 WOTC,14.95,---19-days-ago,https://www.mavin.io/item/Ninetales-12%2F102-NM%3Dmint-Holo-Rare-Base-Set-Unlimited-Pokemon-Card-1999-WOTC?itemId=363556871605&q=Ninetales%201999%2012%2F102
87,Ninetales,Pokemon Card 1999 WOTC TCG Ninetales 12/102 Unlimited NM See Description,10.5,---19-days-ago,https://www.mavin.io/item/Pokemon-Card-1999-WOTC-TCG-Ninetales-12%2F102-Unlimited-NM-See-Description?itemId=334162811668&q=Ninetales%201999%2012%2F102
87,Ninetales,1999 Pokemon Base Set Ninetales 12/102 Holo PSA 9,95.65,---19-days-ago,https://www.mavin.io/item/1999-Pokemon-Base-Set-Ninetales-12%2F102-Holo-PSA-9?itemId=224622106922&q=Ninetales%201999%2012%2F102
87,Ninetales,1999 Pokemon Base Set Shadowless Holo Ninetales #12/102 LP WOTC,43.8,---19-days-ago,https://www.mavin.io/item/1999-Pokemon-Base-Set-Shadowless-Holo-Ninetales-%2312%2F102-LP-WOTC?itemId=144218594188&q=Ninetales%201999%2012%2F102
87,Ninetales,1999 Base Set Ninetales Holo Rare Pokemon Card (12/102) - LP,8.5,---19-days-ago,https://www.mavin.io/item/1999-Base-Set-Ninetales-Holo-Rare-Pokemon-Card-%2812%2F102%29-%3D-LP?itemId=265331508392&q=Ninetales%201999%2012%2F102
87,Ninetales,Ninetales 12/102 Base Set 1999 Holo Pokemon Card RARE WOTC NM,11.15,---19-days-ago,https://www.mavin.io/item/Ninetales-12%2F102-Base-Set-1999-Holo-Pokemon-Card-RARE-WOTC-NM?itemId=165097001261&q=Ninetales%201999%2012%2F102
87,Ninetales,NINETALES 12/102 BASE SET 1999 POKEMON TCG ENG CARD RARE HOLO FOIL,14.5,---19-days-ago,https://www.mavin.io/item/NINETALES-12%2F102-BASE-SET-1999-POKEMON-TCG-ENG-CARD-RARE-HOLO-FOIL?itemId=393597088948&q=Ninetales%201999%2012%2F102
88,Mr. Fuji,AVERAGE,$10.19,AVERAGE,https://mavin.io/search?q=Mr. Fuji+1999+58/62&bt=sold&page=1
88,Mr. Fuji,Mr. Fuji 58/62 Near Mint Pokemon Card Fossil Set 1st Edition Uncommon 1999 WOTC,5.74,---9-days-ago,https://www.mavin.io/item/Mr.-Fuji-58%2F62-Near-Mint-Pokemon-Card-Fossil-Set-1st-Edition-Uncommon-1999-WOTC?itemId=304175413375&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr. Fuji 58/62 Near Mint Pokemon Card Fossil Set 1st Edition Uncommon 1999 WOTC,5.74,---9-days-ago,https://www.mavin.io/item/Mr.-Fuji-58%2F62-Near-Mint-Pokemon-Card-Fossil-Set-1st-Edition-Uncommon-1999-WOTC?itemId=304175410553&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,MR. FUJI - POKEMON 1999 FOSSIL SET TRAINER CARD 58/62 ~ CGC 8.5 MINT+ BGS/PSA,15.51,---13-days-ago,https://www.mavin.io/item/MR.-FUJI-%3D-POKEMON-1999-FOSSIL-SET-TRAINER-CARD-58%2F62-~-CGC-8.5-MINT%2B-BGS%2FPSA?itemId=363560365232&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Pokemon 1999 Fossil 1st Edition MR. FUJI Trainer 58/62 - Graded PSA 9,30.0,---19-days-ago,https://www.mavin.io/item/Pokemon-1999-Fossil-1st-Edition-MR.-FUJI-Trainer-58%2F62-%3D-Graded-PSA-9?itemId=174953859494&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,1999 Mr. Fuji 58/62 Uncommon 1st Edition Fossil Set Pokemon Card Near Mint Clean,2.98,---25-days-ago,https://www.mavin.io/item/1999-Mr.-Fuji-58%2F62-Uncommon-1st-Edition-Fossil-Set-Pokemon-Card-Near-Mint-Clean?itemId=124911788981&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr Fuji 58/62 Fossil Set Trainer Pokemon Card 1999 WOTC (3),0.99,---a-month-ago,https://www.mavin.io/item/Mr-Fuji-58%2F62-Fossil-Set-Trainer-Pokemon-Card-1999-WOTC-%283%29?itemId=133879592704&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr. Fuji 58/62 - 1999 Pokemon Fossil 1st Edition - NM/MINT,8.0,---a-month-ago,https://www.mavin.io/item/Mr.-Fuji-58%2F62-%3D-1999-Pokemon-Fossil-1st-Edition-%3D-NM%2FMINT?itemId=165089984272&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr. Fuji 58/62 - 1999 Pokemon Fossil 1st Edition - NM/MINT,8.0,---a-month-ago,https://www.mavin.io/item/Mr.-Fuji-58%2F62-%3D-1999-Pokemon-Fossil-1st-Edition-%3D-NM%2FMINT?itemId=165034785480&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr Fuji 58/62 Trainer Card Fossil Set Pokemon Card 1999 WOTC,2.0,---a-month-ago,https://www.mavin.io/item/Mr-Fuji-58%2F62-Trainer-Card-Fossil-Set-Pokemon-Card-1999-WOTC?itemId=174628417349&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,"Mr. Fuji 58/62 (NM, Pokemon Card, Fossil, 1999, Trainer, Uncommon)",2.98,---a-month-ago,https://www.mavin.io/item/Mr.-Fuji-58%2F62-%28NM%2C-Pokemon-Card%2C-Fossil%2C-1999%2C-Trainer%2C-Uncommon%29?itemId=294357598073&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr. Fuji 58/62 Fossil Near Mint 1999 Pokemon,1.25,---a-month-ago,https://www.mavin.io/item/Mr.-Fuji-58%2F62-Fossil-Near-Mint-1999-Pokemon?itemId=265302290507&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr Fuji 58/62 Fossil Set Trainer Pokemon Card 1999 WOTC (1),0.89,---a-month-ago,https://www.mavin.io/item/Mr-Fuji-58%2F62-Fossil-Set-Trainer-Pokemon-Card-1999-WOTC-%281%29?itemId=133866797582&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr Fuji 58/62 Fossil Set Trainer Pokemon Card 1999 WOTC,2.0,---2-months-ago,https://www.mavin.io/item/Mr-Fuji-58%2F62-Fossil-Set-Trainer-Pokemon-Card-1999-WOTC?itemId=255086094046&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr. Fuji Trainer Card 58/62 Uncommon Pokemon Fossil 1999,1.98,---2-months-ago,https://www.mavin.io/item/Mr.-Fuji-Trainer-Card-58%2F62-Uncommon-Pokemon-Fossil-1999?itemId=334107903541&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,1999 Pokemon Fossil - 1st Edition Mr. Fuji Trainer Card - 58/62 - WOTC TCG,3.0,---2-months-ago,https://www.mavin.io/item/1999-Pokemon-Fossil-%3D-1st-Edition-Mr.-Fuji-Trainer-Card-%3D-58%2F62-%3D-WOTC-TCG?itemId=393492507352&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,1st Edition Mr. Fuji Fossil 58/62 Trainer Pokemon 1999 - Gem Mint Rare,1.0,---2-months-ago,https://www.mavin.io/item/1st-Edition-Mr.-Fuji-Fossil-58%2F62-Trainer-Pokemon-1999-%3D-Gem-Mint-Rare?itemId=154560175309&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,POKEMON CARD 1999 TRAINER MR. FUJI 58/62,2.95,---2-months-ago,https://www.mavin.io/item/POKEMON-CARD-1999-TRAINER-MR.-FUJI-58%2F62?itemId=203296261587&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Pokemon 1999 Fossil 1st Edition Mr. Fuji 58/62 LP,3.79,---2-months-ago,https://www.mavin.io/item/Pokemon-1999-Fossil-1st-Edition-Mr.-Fuji-58%2F62-LP?itemId=184981186878&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,1st Edition Mr. Fuji Fossil 58/62 Trainer Pokemon 1999 - Gem Mint Rare,5.5,---3-months-ago,https://www.mavin.io/item/1st-Edition-Mr.-Fuji-Fossil-58%2F62-Trainer-Pokemon-1999-%3D-Gem-Mint-Rare?itemId=154544592815&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,1999 WOTC Pokemon TCG 1st Edition Mr. Fuji 58/62 Trainer Excellent Shape!,5.19,---3-months-ago,https://www.mavin.io/item/1999-WOTC-Pokemon-TCG-1st-Edition-Mr.-Fuji-58%2F62-Trainer-Excellent-Shape%21?itemId=114901577752&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,1st Edition Mr. Fuji Fossil 58/62 Trainer Pokemon 1999 - Near Mint,1.9,---3-months-ago,https://www.mavin.io/item/1st-Edition-Mr.-Fuji-Fossil-58%2F62-Trainer-Pokemon-1999-%3D-Near-Mint?itemId=284367255919&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr. Fuji 58/62 Fossil 1999 Pokemon Card Rare *NEAR MINT!*,19.08,---3-months-ago,https://www.mavin.io/item/Mr.-Fuji-58%2F62-Fossil-1999-Pokemon-Card-Rare-%2ANEAR-MINT%21%2A?itemId=265228576411&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,1999 POKEMON FOSSIL 58/62 MR FUJI 1ST EDITION SGC 9.5 MINT+ FUNHOUSE COLLECTION,32.5,---3-months-ago,https://www.mavin.io/item/1999-POKEMON-FOSSIL-58%2F62-MR-FUJI-1ST-EDITION-SGC-9.5-MINT%2B-FUNHOUSE-COLLECTION?itemId=203512950707&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,1999 Pokemon Fossil - Mr. Fuji #58 - PSA 9 Mint - 58/62 ,32.9,---3-months-ago,https://www.mavin.io/item/1999-Pokemon-Fossil--%3D--Mr.--Fuji--%2358--%3D-PSA-9-Mint-%3D-58%2F62%C2%A0?itemId=284363904204&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,1999 Pokemon Card 1st Edition Mr. Fuji 58/62 Trainer,4.99,---4-months-ago,https://www.mavin.io/item/1999-Pokemon-Card-1st-Edition-Mr.-Fuji-58%2F62-Trainer-?itemId=353555194698&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,"""Mr. Fuji"" Trainer Uncommon Pokemon Card Fossil Series 58/62 1999 - FREE POSTAGE",8.22,---4-months-ago,https://www.mavin.io/item/%22Mr.-Fuji%22-Trainer-Uncommon-Pokemon-Card-Fossil-Series-58%2F62-1999-%3D-FREE-POSTAGE?itemId=164708462803&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr. Fuji - Pokemon Card - Original Fossil Set - 1999 - 58/62 - NM,30.63,---4-months-ago,https://www.mavin.io/item/Mr.-Fuji-%3D-Pokemon-Card-%3D-Original-Fossil-Set-%3D-1999-%3D-58%2F62-%3D-NM?itemId=255026825671&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr. Fuji 58/62 Fossil Unlimited Pokemon Trainer Card 1999 WOTC LPd,1.0,---4-months-ago,https://www.mavin.io/item/Mr.-Fuji-58%2F62-Fossil-Unlimited-Pokemon-Trainer-Card-1999-WOTC-LPd?itemId=284315799912&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Pokemon 1999 WOTC Fossil Mr. Fuji Trainer 58/62 GRADED GMA 9 MINT,6.5,---4-months-ago,https://www.mavin.io/item/Pokemon-1999-WOTC-Fossil-Mr.-Fuji-Trainer-58%2F62-GRADED-GMA-9-MINT?itemId=203500161896&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Pokemon 1st First Edition Trainer Mr. Fuji 58/62 1999 Fossil Near Mint Uncommon,2.88,---4-months-ago,https://www.mavin.io/item/Pokemon-1st-First-Edition-Trainer-Mr.-Fuji-58%2F62-1999-Fossil-Near-Mint-Uncommon?itemId=154489192918&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr. Fuji Trainer Card Base Fossil Set NM/M 1999 Uncommon Pokemon Card 58/62 Wotc,1.2,---4-months-ago,https://www.mavin.io/item/Mr.-Fuji-Trainer-Card-Base-Fossil-Set-NM%2FM-1999-Uncommon-Pokemon-Card-58%2F62-Wotc?itemId=114850892510&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,MR. FUJI 58/62 1st Edition UNCOMMON Fossil 1999 Pokemon - LP,6.16,---4-months-ago,https://www.mavin.io/item/MR.-FUJI-58%2F62-1st-Edition-UNCOMMON-Fossil-1999-Pokemon-%3D-LP?itemId=284316974053&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr. Fuji 58/62 Fossil Unlimited Pokemon Trainer Card 1999 WOTC Near Mint,4.99,---4-months-ago,https://www.mavin.io/item/Mr.-Fuji-58%2F62-Fossil-Unlimited-Pokemon-Trainer-Card-1999-WOTC-Near-Mint?itemId=254996091099&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr Fuji Trainer 58/62 Pokemon Card Rare Fossil Set 1999 Near Mint. WOTC,31.85,---4-months-ago,https://www.mavin.io/item/Mr-Fuji-Trainer-58%2F62-Pokemon-Card-Rare-Fossil-Set-1999-Near-Mint.-WOTC-?itemId=304023807123&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,"pokemon card TRAINER, Mr. Fuji. 58/62 Nintendo creatures GAMEFREAK 1999 wizards",0.99,---4-months-ago,https://www.mavin.io/item/pokemon-card-TRAINER%2C-Mr.-Fuji.-58%2F62-Nintendo-creatures-GAMEFREAK-1999-wizards?itemId=133780759215&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,1999 Pokemon Trainer Card 1st Edition Uncommon Fossil Mr. Fuji 58/62,4.0,---5-months-ago,https://www.mavin.io/item/1999-Pokemon-Trainer-Card-1st-Edition-Uncommon-Fossil-Mr.-Fuji-58%2F62?itemId=124741534586&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr. Fuji 58/62 Trainer Pokemon Card 1999 Uncommon HP,1.24,---5-months-ago,https://www.mavin.io/item/Mr.-Fuji-58%2F62-Trainer-Pokemon-Card-1999-Uncommon-HP?itemId=254987684645&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr. Fuji Pokemon Card Trainer Base Set 1999 Vintage WoTc 58/62,4.23,---5-months-ago,https://www.mavin.io/item/Mr.-Fuji-Pokemon-Card-Trainer-Base-Set-1999-Vintage-WoTc-58%2F62?itemId=284297497923&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr. Fuji Pokemon Card Trainer Base Set 1999 Vintage WoTc 58/62,4.23,---5-months-ago,https://www.mavin.io/item/Mr.-Fuji-Pokemon-Card-Trainer-Base-Set-1999-Vintage-WoTc-58%2F62?itemId=284297497923&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,Mr. Fuji 58/62 1st Edition Fossil Set 1999 Pokemon Card,5.77,---5-months-ago,https://www.mavin.io/item/Mr.-Fuji-58%2F62-1st-Edition-Fossil-Set-1999-Pokemon-Card?itemId=274799076671&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,1st edition Mr. Fuji 58/62 1999 Pokemon Fossil WOTC NM ,0.5,---5-months-ago,https://www.mavin.io/item/1st-edition-Mr.-Fuji-58%2F62-1999-Pokemon-Fossil-WOTC-NM%C2%A0?itemId=144038380510&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,1999 Pokemon 1st Edition Fossil Mr. Fuji Trainer #58/62 (Pikachu Art),2.75,---5-months-ago,https://www.mavin.io/item/1999-Pokemon-1st-Edition-Fossil-Mr.-Fuji-Trainer-%2358%2F62-%28Pikachu-Art%29?itemId=254959756194&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,💖🌟1999 Pokemon CGC 9.5/PSA GEM MINT Fossil 1st Edition Mr. Fuji 58/62+BN🌟💖,26.0,---5-months-ago,https://www.mavin.io/item/%F0%9F%92%96%F0%9F%8C%9F1999-Pokemon-CGC-9.5%2FPSA-GEM-MINT-Fossil-1st-Edition-Mr.-Fuji-58%2F62%2BBN%F0%9F%8C%9F%F0%9F%92%96?itemId=124702021245&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,MINT!! Trainer: Mr Fuji 58/62 - 1999 Fossil Set - Vintage Pokemon Card WOTC,2.2,---5-months-ago,https://www.mavin.io/item/MINT%21%21-Trainer%3A-Mr-Fuji-58%2F62-%3D-1999-Fossil-Set-%3D-Vintage-Pokemon-Card-WOTC?itemId=402817415606&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,"1999 Mr. Fuji Trainer 58/62 Fossil Pokemon Card Uncommon-Mint-95,96,98 Nintendo",8.99,---6-months-ago,https://www.mavin.io/item/1999-Mr.-Fuji-Trainer-58%2F62-Fossil-Pokemon-Card-Uncommon%3DMint%3D95%2C96%2C98-Nintendo?itemId=393256317277&q=Mr.%20Fuji%201999%2058%2F62
88,Mr. Fuji,1999 Pokemon 1st Edition Fossil Mr. Fuji Trainer #58/62 (Pikachu Art),6.99,---6-months-ago,https://www.mavin.io/item/1999-Pokemon-1st-Edition-Fossil-Mr.-Fuji-Trainer-%2358%2F62-%28Pikachu-Art%29?itemId=333968532507&q=Mr.%20Fuji%201999%2058%2F62
89,Raichu,AVERAGE,$27.64,AVERAGE,https://mavin.io/search?q=Raichu+1999+14/102&bt=sold&page=1
89,Raichu,1999 Pokemon Shadowless Raichu HOLO RARE #14/102 Base Set Near Mint! No Reserve!,100.5,---2-days-ago,https://www.mavin.io/item/1999-Pokemon-Shadowless-Raichu-HOLO-RARE-%2314%2F102-Base-Set-Near-Mint%21-No-Reserve%21?itemId=174976251863&q=Raichu%201999%2014%2F102
